type,name,label,required,appearance,$given_name,relevant,choice_filter,constraint_message,constraint_message::English,constraint,calculation
integer,nrc_price_green_leaves,17.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_green_leaves,,,,,,,,,,"round(if((selected(${quantity_1kg_green_leaves},'yes')), (${price_green_leaves} div 1), ${price_green_leaves}),0)"
calculate,calc_price_green_leaves,,,,,,,,,,"round(if((selected(${quantity_1kg_green_leaves},'no')), (${price_green_leaves} div ${quantity_other_green_leaves}), ${price_green_leaves}),0)"
note,price_green_leaves_normalised,The price of one kilogram of green_leaves is: ${calc_price_green_leaves} YER,,,,"selected(${quantity_1kg_green_leaves},""no"")",,,,,
note,price_green_leaves_display,The price of one kilogram of green_leaves is: ${calc_green_leaves} YER,,,,"selected(${quantity_1kg_green_leaves},""yes"")",,,,,
end_group,food_green_leaves_information,,,,,,,,,,
begin_group,carrot,Carrot,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_carrot,18.1 Do the vendor KI currently sell carrot in his shop?,,,,,,,,,
end_group,carrot,,,,,,,,,,
begin_group,carrot_price_information,Carrot price information,,,,"selected(${sell_carrot},'yes')",,,,,
select_one yes_no,nrc_quantity_1kg_carrot,18.2 Are you collecting the price for 1 Kg? ,TRUE,,,,,,,,
integer,nrc_quantity_other_carrot,"18.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_1kg_carrot},""no"")",,Value must be greater than 0,,.>0,
text,nrc_carrot_brand,18.4 What is the name of the carrot brand,TRUE,,,,,,,,
select_one type_source,nrc_carrot_type,18.5 What is the origion of the carrot,TRUE,,,,,,,,
integer,nrc_price_carrot,18.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_carrot,,,,,,,,,,"round(if((selected(${quantity_1kg_carrot},'yes')), (${price_carrot} div 1), ${price_carrot}),0)"
calculate,calc_price_carrot,,,,,,,,,,"round(if((selected(${quantity_1kg_carrot},'no')), (${price_carrot} div ${quantity_other_carrot}), ${price_carrot}),0)"
note,price_carrot_normalised,The price of one kilogram of carrot is: ${calc_price_carrot} YER,,,,"selected(${quantity_1kg_carrot},""no"")",,,,,
note,price_carrot_display,The price of one kilogram of carrot is: ${calc_carrot} YER,,,,"selected(${quantity_1kg_carrot},""yes"")",,,,,
end_group,food_carrot_information,,,,,,,,,,
begin_group,supply_information,Food Items Supply Information,,,,"selected(${Food_info},'yes')",,,,,
text,nrc_supplier_location,19.1 In what governorate is the main Food items supplier of this product located?,,,,,,,,,
text,nrc_supplying_time,19.2 How long would it take to restock these products?,,,,,,,,,
select_multiple challenges,nrc_food_constraints_multiple,19.3 What are the largest constraints faced by the vendor,TRUE,,,,,"Cannot select ""Do Not Know"" or "" No Constraints"" or ""Vendor Did Not Answers"" and additional options - Invalid Response",,"not((selected(.,'Do_not_know') or selected(.,'No_constraints') or selected(.,'Vendor_did_not_answer')) and count-selected(.)>1)",
end_group,food_supply_information,,,,,,,,,,
end_group,food,,,,,,,,,,
begin_group,wash,WASH Item Prices,,,,,,,,,
note,wash_list,"Wash items include: bottled water, treated water, soap bar, sanitary napkins and laundry powder",,,,,,,,,
select_one yes_no,all_wash_prices,Are you collecting prices for WASH items?,TRUE,,,,,,,,
select_multiple cash,all_cash_feasibility_wash,Which forms of payment does this vendor currently accept? (tick all that apply),TRUE,,,"selected(${wash_prices},'yes')",,"Cannot select ""Do Not Know"" and additional options - Invalid Response",,"not(selected(.,'Do_not_know') and count-selected(.)>1)",
text,all_other_cash_feasibility_wash,Please specify other:,,,,"selected(${cash_feasibility_wash},""Other"")",,,,,
begin_group,bottled_water,Bottled Water,,,,"selected(${wash_prices},'yes')",,,,,
select_one yes_no,all_sell_bottled_water,3.1 Do you currently sell Bottled Water in your shop?,TRUE,,,,,,,,
begin_group,bottled_water_price_information,Bottled Water Price Information,,,,"selected(${sell_bottled_water},'yes')",,,,,
select_one yes_no,all_quantity_0.75l,3.2 Are you collecting the price for 0.75 litre ?,TRUE,,,,,,,,
decimal,all_bottled_quantity_other,"3.2.1 If no, what quantity is this product sold in ? (in litres)",TRUE,,,"selected(${quantity_0.75L},""no"")",,Value must be greater than 0,,.>0,
integer,all_price_bottled_water,3.3 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_price_bottled_water,,,,,,,,,,"round(if((selected(${quantity_0.75L},'no')), (${price_bottled_water} div ${bottled_quantity_other}*0.75), ${price_bottled_water}),0)"
note,price_bottled_water_normalised,The price of bottled water per 0.75 litre is: ${calc_price_bottled_water} YER,,,,"selected(${quantity_0.75L},""no"")",,,,,
note,price_bottled_water_display,The price of bottled water per 0.75 litre is: ${price_bottled_water} YER,,,,"selected(${quantity_0.75L},""yes"")",,,,,
end_group,bottled_water_price_information,,,,,,,,,,
begin_group,treated_water,Treated Water (in Jerry cans),,,,"selected(${wash_prices},'yes')",,,,,
select_one yes_no,all_sell_treated_water,6.1 Do you currently sell Treated Water in your shop?,TRUE,,,,,,,,
end_group,treated_water,,,,,,,,,,
begin_group,treated_water_price_information,Treated Water (in Jerry cans) Price Information,,,,"selected(${sell_treated_water},'yes')",,,,,
select_one yes_no,all_quantity_10l,6.2 Are you collecting the price for 10 litres ?,TRUE,,,,,,,,
integer,all_treated_quantity_other,"6.2.1 If no, what quantity is this product sold in ? (in litres)",TRUE,,,"selected(${quantity_10L},""no"")",,Value must be greater than 0,,.>0,
integer,all_price_treated_water,6.3 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_price_treated_water,,,,,,,,,,"round(if((selected(${quantity_10L},'no')), (${price_treated_water} div ${treated_quantity_other}*10), ${price_treated_water}),0)"
note,price_treated_water_normalised,The price of Treated Water per 10 litres is: ${calc_price_treated_water} YER,,,,"selected(${quantity_10L},""no"")",,,,,
note,price_treated_water_display,The price of Treated Water per 10 litres is: ${price_treated_water} YER,,,,"selected(${quantity_10L},""yes"")",,,,,
end_group,treated_water_price_information,,,,,,,,,,
text,all_other_water_comments,Please specify any additional issues with regard to bottled and treated water?,,,,"not(selected(${sell_treated_water},'no'))",,,,,
end_group,bottled_water,,,,,,,,,,
begin_group,soap,Soap,,,,"selected(${wash_prices},'yes')",,,,,
select_one yes_no,all_sell_soap,5.1 Do you currently sell Soap in your shop?,TRUE,,,,,,,,
end_group,soap,,,,,,,,,,
begin_group,soap_price_information,Soap Price Information,,,,"selected(${sell_soap},'yes')",,,,,
select_one yes_no,all_quantity_1bar,5.2 Are you collecting the price for 1 bar (80 grams)?,TRUE,,,,,,,,
integer,all_soap_quantity_other,"5.2.1 If no, what quantity is this product sold in? (in grammes)",TRUE,,,"selected(${quantity_1bar},'no')",,Value must be greater than 0,,.>0,
integer,all_price_soap,5.3 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_price_soap,,,,,,,,,,"round(if((selected(${quantity_1bar},'no')), (${price_soap} div ${soap_quantity_other}*80), ${price_soap}),0)"
note,price_soap_normalised,The price of Soap per 1 Bar is: ${calc_price_soap} YER,,,,"selected(${quantity_1bar},""no"")",,,,,
note,price_soap_display,The price of Soap per 1 Bar is: ${price_soap} YER,,,,"selected(${quantity_1bar},""yes"")",,,,,
end_group,soap_price_information,,,,,,,,,,
begin_group,soap_other,,,,,"selected(${select_one_organisation_name},'CARE')",,,,"not(.=${pass_CARE}=""CAREtest"")",
begin_group,soap2,,,,,"selected(${sell_soap},'yes')  ",,,,,
select_one yes_no,care_sell_soap2,Do you currently sell another type of soap in your shop?,TRUE,,,,,,,,
end_group,soap2,,,,,,,,,,
begin_group,soap2_price_information,,,,,"selected(${sell_soap2},'yes')",,,,,
select_one yes_no,care_quantity_1bar_soap,Are you collecting the price for 1 bar (80 grams)?,TRUE,,,,,,,,
integer,care_soap2_quantity_other,"If no, what quantity is this product sold in? (in grammes)",TRUE,,,"selected(${quantity_1bar_soap},'no')",,Value must be greater than 0,,.>0,
integer,care_price_soap2,Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,care_calc_price_soap2,,,,,,,,,,"round(if((selected(${quantity_1bar_soap},'no')), (${price_soap2} div ${soap2_quantity_other}*80), ${price_soap2}),0)"
note,care_price_soap2_normalised,The price of soap2 per 1 Bar is: ${calc_price_soap2} YER,,,,"selected(${quantity_1bar_soap},""no"")",,,,,
note,care_price_soap2_display,The price of soap2 per 1 Bar is: ${price_soap2} YER,,,,"selected(${quantity_1bar_soap},""yes"")",,,,,
end_group,soap2_price_information,,,,,,,,,,
end_group,soap_other,,,,,,,,,,
begin_group,laundry_powder,Laundry Powder,,,,"selected(${wash_prices},'yes')",,,,,
select_one yes_no,all_sell_laundry_powder,6.1 Do you currently sell Laundry Powder in your shop?,TRUE,,,,,,,,
end_group,laundry_powder,,,,,,,,,,
begin_group,laundry_powder_price_information,Laundry Powder Price Information,,,,"selected(${sell_laundry_powder},'yes')",,,,,
select_one yes_no,all_quantity_100g,6.2 Are you collecting the price for 100 g ?,TRUE,,,,,,,,
integer,all_laundry_quantity_other,"6.2.1  If no, what quantity is this product sold in ? (in grammes)",TRUE,,,"selected(${quantity_100g},""no"")",,Value must be greater than 0,,.>0,
integer,all_price_laundry_powder,6.3 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_price_laundry,,,,,,,,,,"round(if((selected(${quantity_100g},'no')), (${price_laundry_powder} div ${laundry_quantity_other}*100), ${price_laundry_powder}),0)"
note,price_laundry_powder_normalised,The price of Laundry Powder per 100 g is: ${calc_price_laundry} YER,,,,"selected(${quantity_100g},""no"")",,,,,
note,price_laundry_powder_display,The price of Laundry Powder per 100 g is: ${price_laundry_powder} YER,,,,"selected(${quantity_100g},""yes"")",,,,,
end_group,laundry_powder_price_information,,,,,,,,,,
begin_group,sanitary_napkins_powder,Sanitary Napkins,,,,"selected(${wash_prices},'yes')",,,,,
select_one yes_no,all_sell_sanitary_napkins,7.1 Do you currently sell Sanitary Napkins in your shop?,TRUE,,,,,,,,
end_group,sanitary_napkins_powder,,,,,,,,,,
begin_group,sanitary_napkins_price_information,Sanitary Napkins Price Information,,,,"selected(${sell_sanitary_napkins},'yes')",,,,,
select_one yes_no,all_quantity_10units,7.2 Are you collecting the price for 10 Units ?,TRUE,,,,,,,,
integer,all_napkins_quantity_other,"7.2.1  If no, what quantity is this product sold in ? (number of pieces)",TRUE,,,"selected(${quantity_10units},""no"")",,Value must be greater than 0,,.>0,
integer,all_price_sanitary_napkins,7.3 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_price_sanitary,,,,,,,,,,"round(if((selected(${quantity_10units},'no')), (${price_sanitary_napkins} div ${napkins_quantity_other}*10), ${price_sanitary_napkins}),0)"
note,price_sanitary_napkins_normalised,The price of Sanitary Napkins per 10 units is: ${calc_price_sanitary} YER,,,,"selected(${quantity_10units},""no"")",,,,,
note,price_sanitary_napkins_display,The price of Sanitary Napkins per 10 units is: ${price_sanitary_napkins} YER,,,,"selected(${quantity_10units},""yes"")",,,,,
end_group,sanitary_napkins_price_information,,,,,,,,,,
begin_group,wash_supply_information,Supply Information for WASH items,,,,"selected(${wash_prices},'yes')",,,,,
select_one governorate2,all_wash_gov_origin,"Currently, from which governorate is the majority of WASH items being transported from?",TRUE,,,,,,,,
select_one supplier,all_wash_type_supplier,Is you supplier a wholesaler or vendor?,TRUE,,,,,,,,
integer,all_wash_restock_days_min,"Last time you restocked these products, how many days in average did it take for you to receive the goods after placing an order with your supplier?",TRUE,,,"not(selected(${fuel_gov_origin},'Vendor_did_not_answer') or selected(${fuel_gov_origin},'Do_not_know'))",,The maximum value allowed is 30 days,,.>0 and .<=30,
select_multiple challenges,all_wash_constraints_multiple,What are the largest constraints faced by the vendor,TRUE,,,,,"Cannot select ""Do Not Know"" or "" No Constraints"" or ""Vendor Did Not Answers"" and additional options - Invalid Response",,"not((selected(.,'Do_not_know') or selected(.,'No_constraints') or selected(.,'Vendor_did_not_answer')) and count-selected(.)>1)",
text,all_wash_constraints_other,Please specify other:,TRUE,,,"selected(${wash_constraints_multiple},""Other_see_next_question"")",,,,,
end_group,wash_supply_information,,,,,,,,,,
end_group,wash,,,,,,,,,,
begin_group,water_trucking_service_information,Water Trucking Prices,,,,,,,,,
select_one yes_no,all_water_trucking_prices,Are you collecting water trucking prices?,TRUE,,,,,,,,
select_multiple cash,all_cash_feasibility_water_trucking,Which forms of payment does this vendor currently accept? (tick all that apply),TRUE,,,"selected(${water_trucking_prices},'yes')",,"Cannot select ""Did Not Answer"" and additional options - Invalid Response",,"not(selected(.,'Do_not_know') and count-selected(.)>1)",
text,all_other_cash_feasibility_water_trucking,Please specify other:,TRUE,,,"selected(${cash_feasibility_water_trucking},""Other"")",,,,,
end_group,water_trucking_service_information,,,,,,,,,,
begin_group,water_trucking_service_information_001,Water trucking service information,,,water_trucking_service_information,"selected(${water_trucking_prices},'yes')",,,,,
decimal,all_capacity_truck,8.1 What is the capacity (in cubic meters) of the primary water truck you operate?,TRUE,,,,,Please verify that you are specyfing the quantity in cubic meter,,.>0 and .<=100,
select_one owner,all_type_owner,8.2 Do you primarly get your water from privately owned or publicly owned sources?,TRUE,,,,,,,,
select_one type_water,all_type_water,8.3 What type of water source do you primarily use?,TRUE,,,,,,,,
select_one yes_no2,all_water_chlorinated,8.4 Is the water you distribute chlorinated?,TRUE,,,,,,,,
select_one yes_no,all_water_quantity_1cub_mtr,8.5 Are you collecting the price for 1 cubic meter of water in this location?,TRUE,,,,,,,,
integer,all_water_quantity_other_cub_mtr,"8.5.1 If no, what quantity is this water being sold in? (in cubic meters)",TRUE,,,"selected(${water_quantity_1cub_mtr},""no"")",,Value must be greater than 0,,,
integer,all_price_cubic_meter,8.6 What is the price of the quantity you entered (in YER),TRUE,,,,,Value must be greater than 0,,,
calculate,cost_cubic_meter,,,,,,,,,,"round(if((selected(${water_quantity_1cub_mtr},'no')), (${price_cubic_meter} div ${water_quantity_other_cub_mtr}), ${price_cubic_meter}),0)"
integer,location_source,8.7 How far is this location from the water source? (in km),TRUE,,,,,Value must be greater than 0,,.>0,
note,price_cubic_meter_normalized,The price of Water Trucking per 1 cubic meter is: ${cost_cubic_meter} YER,,,,"selected(${water_quantity_1cub_mtr},""no"")",,,,,
note,price_cubic_meter_display,The price of Water Trucking per 1 cubic meter is: ${price_cubic_meter} YER,,,,"selected(${water_quantity_1cub_mtr},""yes"")",,,,,
end_group,water_trucking_service_information_001,,,,,,,,,,
begin_group,water_trucking_rates_by_distance,Water trucking rates by distance,,,,"selected(${water_trucking_prices},'yes')",,,,,
integer,all_distance_travelled,8.8 What is the maximum distance you would travel to deliver water trucking?,TRUE,,,,,Cannot be smaller than the distance from the location source,,${distance_travelled} >= ${location_source},
select_one yes_no2,all_distance_price,8.7 Do you charge different prices depending on the distance you must travel to deliver water?,TRUE,,,,,,,,
integer,all_additional_cost_5,"8.9 For an order of 5 km for the full truck, what is the additional cost of delivery? (in YER)",TRUE,,,"selected(${distance_price},""yes"")",,,,,
integer,all_additional_cost_10,"8.10 For an order of 10 km for the full truck, what is the additional cost of delivery? (in YER)",TRUE,,,"selected(${distance_price},""yes"")",,,,,
select_multiple challenges,all_constraints_multiple,8.11 What are the largest constraints faced by the vendor,TRUE,,,,,"Cannot select ""Do Not Know"" or "" No Constraints"" or ""Vendor Did Not Answers"" and additional options - Invalid Response",,"not((selected(.,'Do_not_know') or selected(.,'No_constraints') or selected(.,'Vendor_did_not_answer')) and count-selected(.)>1)",
text,all_wash_constraints_other_001,Please specify other:,TRUE,,wash_constraints_other,"selected(${constraints_multiple},""Other_see_next_question"")",,,,,
end_group,water_trucking_rates_by_distance,,,,,,,,,,
begin_group,exchange_rate_market,Exchange Rate,,,,,,,,,
select_one yes_no,all_exchange_rate,Are you collecting the exchange rate?,TRUE,,,,,,,,
integer,all_exchange_rate_result,"In the market assessed, what is the exchange rate of YER for 1 USD (please state the figure in YER) ?",TRUE,,,"selected(${exchange_rate},'yes')",,Value must be greater than 0,,.>0,
note,note_exchange_rate,The exchange rate for 1 USD is of ${exchange_rate_result} YER,,,,"selected(${exchange_rate},'yes')",,,,,
end_group,exchange_rate_market,,,,,,,,,,
begin_group,additional,Additional questions ,TRUE,,,"${pass_DRC_IOM}=""DRC_IOMtest""",,,,,
select_one yes_no,drc_ability,Were you able to survey the market place?,TRUE,,,,,,,,
text,drc_open,How many shops are open and operate on an average day (within the past 30 days)?,TRUE,,,"selected(${ability},'yes')",,,,,
select_one change,drc_change,"Has the number of shops increased, decreaed, or stayed the same over the past month?",TRUE,,,"selected(${ability},'yes')",,,,,
select_one yes_no,drc_garbage,Is garbage visible throughout the market place?,TRUE,,,"selected(${ability},'yes')",,,,,
select_one yes_no,drc_seweage ,Is garbage visible throughout the market place?,TRUE,,,"selected(${ability},'yes')",,,,,
select_one visit,drc_visit,"Compared to the average population of the surrounding area, how many people are shopping in the market?",TRUE,,,"selected(${ability},'yes')",,,,,
text,drc_women_shoppers,Of those shopping how many are women? (indicate a percentage),TRUE,,,"selected(${ability},'yes')",,,,,
select_one change,drc_safety,"Has the market place increased, decreased, or stayed the same in terms of safety than the previous month?",TRUE,,,"selected(${ability},'yes')",,,,,
end_group,additional,,,,,,,,,,
begin_group,market_information,Market Information,,,,not((${select_one_organisation_name}= 'DRC' or ${select_one_organisation_name}='IOM' or ${wash_prices}='no')),,,,,
select_one yes_no,all_market_info_q,Are you asking market information questions?,,,,,,,,,
end_group,market_information,,,,,,,,,,
begin_group,market_info,,,,,"selected(${market_info_q},'yes')",,,,,
select_one yes_no,all_mrk_supply_routes,Have supply routes changed in a way harmful to your business in the past 30 days?,TRUE,,,,,,,,
select_multiple supply_issues,all_mrk_supply_issues,Which of the following supply chain issues had a negative impact on your business?,TRUE,,,"selected(${mrk_supply_routes},'yes')",,"Cannot select ""Do Not Know"" and additional options - Invalid Response",,"not(selected(.,'did_not_answer') and count-selected(.)>1)",
text,all_mrk_supply_issues_other,Other (please specify),TRUE,,,"selected(${mrk_supply_issues},'other')",,,,,
select_multiple dmg_infra,all_mrk_dmg_infra,Which infrastructure was the most affected in your community?,TRUE,,,"selected(${mrk_supply_issues},'dmg_infra_market') or selected(${mrk_supply_issues},'dmg_infra_sorrounding')",,,,,
text,all_mrk_dmg_infra_other,Other (please specify),TRUE,,,"selected(${mrk_dmg_infra},'other')",,,,,
select_one yes_no,all_mrk_increse_fuel_50,"If demand for fuel items were to increase by 50%, would you be able to respond to this increase?",TRUE,,,,,,,,
select_one yes_no,all_mrk_increse_fuel_100,"If demand for fuel items were to increase by 100%, would you be able to respond to this increase?",TRUE,,,,,"Respondents stated they could not handle a 50 percent increase in demand, why are they able to deal with a 100 percent increase in demand instead, please check with respondent.",,"if(selected(${mrk_increse_fuel_50},'no'), ${mrk_increse_fuel_100} !='yes', ${mrk_increse_fuel_100})",
select_one yes_no,all_mrk_increse_wash_50,"If demand for WASH items were to increase by 50%, would you be able to respond to this increase?",TRUE,,,,,,,,
select_one yes_no,all_mrk_increse_wash_100,"If demand for WASH items were to increase by 100%, would you be able to respond to this increase?",TRUE,,,,,"Respondents stated they could not handle a 50 percent increase in demand, why are they able to deal with a 100 percent increase in demand instead, please check with respondent.",,"if(selected(${mrk_increse_WASH_50},'no'),${mrk_increse_WASH_100} !='yes', ${mrk_increse_WASH_100})",
select_one yes_no,all_mrk_increse_water_50,"If demand for water trucking were to increase by 50%, would you be able to respond to this increase?",TRUE,,,,,,,,
select_one yes_no,all_mrk_increse_water_100,"If demand for water trucking were to increase by 100%, would you be able to respond to this increase?",TRUE,,,,,"Respondents stated they could not handle a 50 percent increase in demand, why are they able to deal with a 100 percent increase in demand instead, please check with respondent.",,"if(selected(${mrk_increse_water_50},'no'),${mrk_increse_water_100} !='yes', ${mrk_increse_water_100})",
end_group,market_info,,,,,,,,,,
begin_group,general_comments,General Comments,,,,,,,,,
text,all_further_comments,"If you have any further comments, please write them in the space below:",,,,,,,,,
end_group,general_comments,,,,,,,,,,
calculate,all___version__,,,,,,,,,,'v2ZtbFxdMLUeS6K3smMjSx'
calculate,all__version_,,,,__version__,,,,,,'vKytKhh6ddUjNzJMkxPdc8'
